# Publisher, Zhijie Xu,zhijie.xu@pnnl.gov,zhijiexu@hotmail.com,,,,,,,
# Updated, 05/2022,,,,,,,,,
#Name,"Mean total halo potential (km^2/s^2) (due to both inter- and intra-halo interactions) for group of halos of the same size n_p, where n_p is number of particles in halo. Total potential substract intra-halo potential gives inter-halo potential. This can be used to compute cascade of potential energy.",,,,,,,,,
#Ref. [1] ,https://doi.org/10.48550/ARXIV.2109.09985,,,,,Mass cascade 1,,,,
#Ref. [2] ,https://doi.org/10.48550/ARXIV.2109.12244,,,,,Mass cascade 2,,,,
"#Ref. [3] Eqs. (51), (52), Fig. 5, Figs. 7, 8",https://doi.org/10.48550/ARXIV.2110.13885,,,,,Energy cascade,,,,
#Ref. [4] ,https://doi.org/10.48550/ARXIV.2202.04054,,,,,Energy&momentum,,,,
#Ref. [5]   Table 3,https://doi.org/10.48550/ARXIV.2201.12665,,,,,Mean flow&dispersion,,,,
n_p,z=10,z=5,z=3,z=2,z=1.5,z=1.0,z=0.5,z=0.3,z=0.1,z=0.0
123,0,0,0,-1059076.496,-1137100.469,-782785.2755,-624681.037,-492111.6535,-419223.6499,-471204.8844
124,0,0,0,-826930.1318,-1319892.832,-699353.1215,-531739.9129,-482983.9884,-526442.5147,-465964.6402
125,0,0,0,0,-996227.5741,-700190.2304,-516257.5604,-466243.6587,-492128.5657,-369182.7526
126,0,0,0,0,-776870.6855,-680222.151,-519589.2096,-530040.9474,-483048.0546,-442780.399
127,0,0,0,0,-570382.3324,-782954.5505,-604743.0898,-413653.3997,-446248.9059,-520195.2318
128,0,0,0,0,-945334.5823,-631844.3514,-551097.6007,-474768.7456,-485911.699,-450818.3706
129,0,0,0,-1253206.794,-1124201.563,-753800.8643,-470443.7383,-548094.5372,-500765.2124,-469578.8153
130,0,0,0,0,-1151785.564,-769769.3336,-541186.8436,-530465.7189,-488248.0972,-527728.6061
131,0,0,0,0,-874893.3974,-637802.1435,-611133.7844,-537925.2406,-539471.6426,-421457.6475
132,0,0,0,0,0,-713156.4481,-718904.4857,-484595.0302,-477517.0463,-341914.9572
133,0,0,0,0,-824759.3667,-812317.1333,-631374.6226,-535459.6428,-500296.977,-529561.4719
134,0,0,0,0,-1287496.03,-748715.3814,-664565.641,-464828.7872,-520583.8569,-495145.6475
135,0,0,0,0,-1075284.865,-837544.4772,-695314.9623,-520820.0161,-491901.5786,-527815.6998
136,0,0,0,-636142.3046,-853955.2846,-680167.2169,-550465.5593,-508885.0233,-467723.4708,-414100.1132
137,0,0,0,0,-1065390.886,-541824.0532,-710727.1833,-568619.7711,-520418.1092,-484283.8463
138,0,0,0,0,-911589.5802,-787012.9688,-786942.1542,-627767.3091,-412519.4159,-499395.796
139,0,0,0,0,0,-794363.4004,-617640.709,-490517.1595,-477215.2619,-436241.9255
140,0,0,0,-1034725.177,-1224885.616,-645787.985,-633262.7131,-562079.4634,-486323.5726,-501033.6738
141,0,0,0,0,-745551.1109,-917166.5429,-555975.413,-623008.928,-531079.46,-394632.5775
142,0,0,0,0,-814696.1488,-800954.6748,-581606.6495,-553318.6164,-596717.4091,-475014.1392
143,0,0,0,-1221473.262,-589435.5167,-689296.9213,-614535.4217,-510695.7059,-442230.0296,-472896.2616
144,0,0,0,-777290.7835,-876555.3013,-661759.1119,-610955.915,-571406.9943,-404602.596,-429589.0626
145,0,0,0,0,-1069504.944,-715556.7202,-593603.2964,-529131.9336,-545970.0964,-440185.0603
146,0,0,0,0,-1083806.843,-779497.5903,-641059.7077,-632449.7834,-492840.7895,-451925.175
147,0,0,0,0,-1191649.291,-667536.1277,-699429.1582,-508032.5516,-484588.2836,-492621.0446
148,0,0,0,-1417219.304,-855141.5663,-714456.6935,-751180.3263,-597805.8662,-477678.5826,-516993.3448
149,0,0,0,-1066268.054,-880699.0531,-694626.6691,-655002.5251,-572918.5458,-480272.5087,-536392.7961
150,0,0,0,0,-808372.4724,-660912.4482,-663425.166,-612346.1794,-566475.9528,-494809.6514
151,0,0,0,0,-1134411.089,-1047712.173,-656227.2619,-538872.6761,-543948.165,-430484.2768
152,0,0,0,-959501.394,-1181513.138,-689089.3906,-691840.7764,-564625.6736,-522545.8304,-477483.045
153,0,0,0,0,-1124190.786,-996548.5006,-476746.3191,-481929.3565,-449191.5075,-507427.1764
154,0,0,0,0,-968603.7119,-818432.5808,-612683.3354,-589127.5084,-505569.4014,-499105.2436
155,0,0,0,-1142760.952,-1318206.868,-1066584.116,-536270.6473,-611808.8499,-551667.7913,-441087.1729
156,0,0,0,0,-562279.8503,-864225.1163,-627515.6838,-619607.4765,-526033.0925,-626587.4301
157,0,0,0,0,-720794.1931,-896385.859,-635114.0038,-621160.6096,-590321.0557,-510673.8258
158,0,0,0,-1025905.757,-747151.8544,-933668.3848,-601240.5373,-691796.0325,-465564.0431,-409345.8214
159,0,0,0,-1496637.714,0,-850176.6639,-536007.0121,-663579.121,-554357.2779,-569951.3585
160,0,0,0,-875991.3379,-1231685.431,-841545.5182,-741457.7291,-569797.1057,-469537.9213,-463843.6328
161,0,0,0,0,-1011294.263,-781501.2059,-621537.0224,-502601.3175,-550534.6989,-583933.5426
162,0,0,0,0,-829145.2512,-813977.7341,-449479.5173,-673335.3954,-499787.3099,-445630.927
163,0,0,0,0,-952710.6988,-712309.7122,-597133.4905,-504641.0704,-578301.6924,-416468.0302
164,0,0,0,-885384.3892,-890213.949,-614816.8796,-586879.563,-632307.7158,-498022.8317,-430065.8448
165,0,0,0,-971463.5407,-1140071.109,-740339.0403,-673144.8003,-619242.69,-550668.6918,-436464.7705
166,0,0,0,-1662745.108,-1070225.961,-925083.8822,-511973.7781,-568348.1695,-546005.6714,-477063.8868
167,0,0,0,0,-917513.7124,-869596.4668,-801153.9685,-621940.197,-605927.1517,-505296.701
168,0,0,0,0,-564526.3293,-769972.5535,-732785.6428,-506077.1687,-506981.1307,-529182.2905
169,0,0,0,0,-1136015.058,-798480.1366,-564177.0232,-589121.5716,-490545.7917,-482306.3446
170,0,0,0,0,-988188.9564,-695073.5258,-834055.7147,-591296.4317,-521309.444,-565380.9744
171,0,0,0,0,-1870207.278,-873949.7028,-629284.8888,-668600.9327,-568437.7101,-535653.7149
172,0,0,0,0,-1001369.252,-1051660.021,-773516.786,-617540.8728,-500738.3557,-571437.9018
173,0,0,0,-1488817.095,0,-829074.4874,-717041.9683,-518458.6537,-583401.8728,-537943.5366
174,0,0,0,0,-1691975.408,-998376.4629,-718807.8833,-600559.9814,-559140.134,-507251.7293
175,0,0,0,0,-813881.0748,-888516.2346,-539038.1027,-505062.0105,-519447.1272,-450068.7053
176,0,0,0,0,-724014.3663,-792216.4281,-756060.6811,-716585.1599,-461289.4903,-477119.9533
177,0,0,0,0,-1253063.324,-884405.7847,-722944.3052,-581546.3094,-605415.8644,-563532.5593
178,0,0,0,0,-1656030.155,-649305.9861,-803359.1104,-733567.6125,-536062.6632,-635482.1545
179,0,0,0,0,-1065897.999,-861237.6438,-687045.6288,-731122.3887,-498407.1869,-516873.1404
180,0,0,0,0,0,-1026852.268,-800290.3673,-683901.9011,-773061.3141,-417185.8009
181,0,0,0,0,-931897.3063,-984427.6759,-736234.835,-601799.7974,-576769.1878,-532464.5185
182,0,0,0,0,-748259.7664,-1003497,-828191.4896,-770239.6873,-474567.6723,-467601.3467
183,0,0,0,0,0,-934201.8696,-441257.9952,-693068.2198,-510187.6644,-480227.4693
184,0,0,0,0,0,-1177167.202,-751373.5609,-687872.0381,-674544.2055,-513917.1677
185,0,0,0,-1454224.665,-1268657.543,-457031.3002,-802220.8164,-623972.1262,-631887.8025,-501148.4863
186,0,0,0,0,-1002544.408,-914983.0366,-782801.0932,-651221.3281,-518013.7352,-549706.2557
187,0,0,0,0,0,-1084793.994,-812098.7953,-583678.0642,-615215.7389,-591012.6874
188,0,0,0,0,0,0,-705944.6975,-707013.0932,-437473.3016,-560406.2415
189,0,0,0,0,0,-818540.6286,-665958.3466,-611112.3426,-617034.3607,-552915.4855
190,0,0,0,0,-1673797.721,-881635.0145,-752040.0436,-704314.8743,-769558.9775,-556185.8913
191,0,0,0,0,0,-1090359.813,-697692.852,-545594.4296,-704066.3702,-605597.1903
192,0,0,0,0,-1349812.697,-849943.6808,-693251.3483,-647830.3313,-536868.17,-396518.6099
193,0,0,0,0,0,-1445790.609,-817874.4907,-657757.3852,-561425.6008,-684258.0638
194,0,0,0,0,0,-801185.4918,-871049.7809,-779013.2065,-791833.6908,-486974.9535
195,0,0,0,0,-1328405.12,-654646.2677,-783732.9516,-617315.0215,-518919.3298,-563631.2664
196,0,0,0,0,0,-923987.6189,-836666.3989,-759221.876,-528989.6294,-564593.9778
197,0,0,0,0,0,-856204.8332,-819191.8525,-789865.0353,-543436.7826,-549640.7259
198,0,0,0,0,0,-730867.2117,-687613.0133,-681116.4684,-418597.9774,-636863.7238
199,0,0,0,0,0,-661520.8436,-565755.9848,-711596.711,-536693.8576,-583558.9043
200,0,0,0,0,-1186191.062,-1069838.093,-502102.9019,-703965.4019,-415764.1396,-434761.7675
201,0,0,0,0,-1172526.487,-501606.8763,-609554.8728,-780905.1266,-664249.4265,-579867.4504
202,0,0,0,0,-1002386.413,-1079570.793,-810692.5479,-720600.5084,-637605.8827,-515913.3033
203,0,0,0,0,0,-985476.3,-955882.9183,-615199.3537,-505594.5749,-624222.8545
204,0,0,0,0,0,-1632357.461,-774494.4699,-637536.2277,-568279.8888,-579976.6692
205,0,0,0,0,-2072809.218,-924502.5415,-694326.462,-730900.1055,-639017.2051,-528983.8156
206,0,0,0,-1349175.08,-565169.411,-879002.1271,-729448.9829,-545805.4125,-727331.8259,-672914.4424
207,0,0,0,0,0,-887580.3149,-881477.961,-701771.5404,-433535.0068,-595781.1648
208,0,0,0,0,0,-1096554.74,-666458.149,-706809.0832,-533716.8904,-496019.2933
209,0,0,0,0,0,-458216.6168,-583805.3978,-534466.6875,-584802.5132,-504106.9476
210,0,0,0,0,-946347.9008,-593811.0085,-843862.9589,-551735.2084,-600829.2996,-557321.2288
211,0,0,0,0,-781646.4553,-547205.4008,-775227.8194,-629739.7032,-620447.3333,-695157.3615
212,0,0,0,0,-1481704.781,-581300.7764,-912094.0244,-744265.2988,-693741.1231,-516490.0619
213,0,0,0,0,0,-821512.2564,-661751.0995,-610530.8168,-510713.9739,-547722.6852
214,0,0,0,0,-1248475.047,-580492.0063,-848604.3834,-652323.8725,-596310.9444,-525568.9
215,0,0,0,0,-1023653.84,-1039944.664,-731446.5103,-757684.8508,-627838.9219,-589343.9316
216,0,0,0,0,0,-526882.0095,-1000194.962,-616732.4418,-688276.1769,-612706.006
217,0,0,0,0,0,-698424.1981,-737434.5508,-513929.147,-584335.0957,-589669.845
218,0,0,0,0,-1322309.287,-841285.6592,-817887.8338,-646914.666,-539635.3147,-567589.2958
219,0,0,0,0,-1313458.893,-1034784.722,-828322.0291,-1072115.342,-647766.7934,-697722.9914
220,0,0,0,0,-1284862.945,-941252.5063,-1050772.674,-773409.2698,-655097.6075,-715065.8733
221,0,0,0,0,0,-1097673.856,-744753.6274,-739558.0854,-719729.8214,-525525.9818
222,0,0,0,0,0,-1047047.984,-680511.1087,-884787.1415,-735817.7565,-644133.2666
223,0,0,0,0,-967689.289,-1090485.042,-647077.6979,-818121.4057,-690940.4107,-541494.4595
224,0,0,0,0,0,-963769.6882,-812699.9851,-570200.0683,-807820.4764,-700475.0153
225,0,0,0,0,0,-1163474.442,-905668.2685,-437928.7737,-680460.0732,-529957.3656
226,0,0,0,0,-1274940.044,-1199989.434,-322199.6225,-654288.0903,-707090.244,-653424.948
227,0,0,0,0,-1582473.178,-1642327.553,-675087.4832,-611525.9736,-681114.9707,-671825.0867
228,0,0,0,0,-1378725.167,-1124896.697,-888321.7934,-873578.0432,-767499.0535,-838708.4177
229,0,0,0,0,0,-546659.1045,-720226.2824,-638302.0952,-728558.0226,-527469.0755
230,0,0,0,0,0,-992922.363,-698576.2383,-639463.5677,-713818.3778,-624351.8459
231,0,0,0,0,-1464867.251,-1403405.77,-930300.1359,-630057.6288,-478828.9511,-651930.0506
232,0,0,0,0,0,-984690.5532,-636198.3412,-399524.4283,-679821.1564,-593277.2866
233,0,0,0,0,0,-801004.0764,-734233.7987,-759661.5933,-528316.0959,-523917.5851
234,0,0,0,0,-1103541.57,-663429.5737,-877885.2499,-542449.625,-685455.5274,-720359.0444
