# Publisher, Zhijie Xu,zhijie.xu@pnnl.gov,zhijiexu@hotmail.com,,,,,,,
# Updated, 05/2022,,,,,,,,,
#Name,"Mean halo (including Hubble flow) radial kinetic energy K_r (km^2/s^2) for group of halos of the same size n_p, where n_p is number of particles in halo.",,,,,,,,,
#Ref. [1] ,https://doi.org/10.48550/ARXIV.2109.09985,,,,,Mass cascade 1,,,,
#Ref. [2] ,https://doi.org/10.48550/ARXIV.2109.12244,,,,,Mass cascade 2,,,,
#Ref. [3] Eq. (65),https://doi.org/10.48550/ARXIV.2110.13885,,,,,Energy cascade,,,,
#Ref. [4] ,https://doi.org/10.48550/ARXIV.2202.04054,,,,,Energy&momentum,,,,
#Ref. [5]  Eq. (108) Table 3,https://doi.org/10.48550/ARXIV.2201.12665,,,,,Mean flow&dispersion,,,,
n_p,z=10,z=5,z=3,z=2,z=1.5,z=1.0,z=0.5,z=0.3,z=0.1,z=0.0
44,0,0,5162.098849,2929.173714,3054.32522,2213.214831,1855.572253,1683.58105,1352.141678,1333.722149
45,0,0,4960.791117,3085.187559,3023.917212,2512.969496,2047.888325,1676.628805,1449.867608,1500.494822
46,0,0,1205.434959,3052.216728,3223.453302,2668.221964,1994.412691,1689.420116,1457.322934,1330.277682
47,0,0,10769.91223,2843.105759,2735.017786,2654.230864,1755.141779,1697.469321,1387.38979,1381.418518
48,0,0,0,2645.788496,3602.754645,2999.946518,2020.508491,1572.863363,1364.579368,1463.513804
49,0,0,5053.940623,4098.136582,2695.662245,2648.570385,2244.821304,1965.515485,1393.219787,1219.410786
50,0,0,0,2595.027103,2820.905448,2650.555959,1859.377073,1666.532654,1549.225713,1318.666401
51,0,0,2904.569469,3300.714091,2579.395313,2471.900817,2121.137322,1813.861547,1521.492737,1403.051686
52,0,0,1233.037112,4912.158553,3430.8186,2870.893629,2199.138621,1895.819407,1377.87076,1318.320885
53,0,0,0,3268.079997,3374.182456,2518.094947,2100.090834,1760.204543,1451.841513,1339.121478
54,0,0,540.2952377,4916.213834,3237.287505,2914.332717,2139.607707,1863.929344,1514.175332,1444.332094
55,0,0,1773.136575,4155.738366,3365.951292,2992.599359,2186.975563,1826.299422,1687.831436,1371.026996
56,0,0,2707.224279,3131.340631,2963.898542,3017.417906,2183.508252,1819.166778,1831.004513,1411.997567
57,0,0,0,2033.698042,4264.815752,2878.42075,2000.421593,1910.560924,1607.378423,1418.495525
58,0,0,25506.98445,3019.314525,3276.230173,2878.575154,2182.214389,1869.001504,1732.248862,1407.534737
59,0,0,5204.26628,4352.762349,3063.175276,2589.330644,2364.148482,1952.289084,1621.491624,1504.233375
60,0,0,0,4263.441629,3495.272937,3411.240775,2010.361992,1531.465513,1831.055007,1323.514193
61,0,0,0,3299.269402,4094.202454,3392.49838,2314.432956,2053.789248,1480.45135,1448.439041
62,0,0,1064.96835,5802.0236,3151.600221,3688.218721,2137.137588,2348.768974,1688.702588,1486.849268
63,0,0,0,4732.178354,4007.276162,2993.08477,2126.721882,2226.376708,1536.393248,1483.366695
64,0,0,12312.29599,4822.999792,2215.019461,3103.027108,2523.025141,2239.56293,1679.738803,1707.193504
65,0,0,0,2609.215774,3052.599298,3021.101762,2210.714166,2063.092151,1609.385252,1679.231989
66,0,0,0,3103.438184,3436.180636,2629.199475,2269.850188,2257.405634,1630.876675,1311.400845
67,0,0,0,2529.464415,2579.550986,3920.413439,2741.409268,2597.895371,1892.195936,1495.86357
68,0,0,0,5875.015645,2557.792783,2865.795519,2287.435631,2155.021514,1720.455762,1500.273976
69,0,0,0,3664.554714,2722.974687,3764.453901,2230.314195,2129.005832,1862.360133,1389.469764
70,0,0,0,3499.568651,4662.738394,2418.724189,2535.425674,2318.556618,1851.773888,1611.114011
71,0,0,0,3965.672895,3450.695003,3457.660166,2060.83737,2248.100667,1647.940067,1781.434342
72,0,0,0,7021.741574,3506.995872,2936.471433,2830.370162,2202.089787,1898.908016,1627.159245
73,0,0,0,5616.175351,2834.502851,3297.732432,3236.34026,2255.390402,2217.622518,1662.889164
74,0,0,0,1033.916726,4898.851989,3144.071853,2392.471826,2058.147848,1715.276866,1577.505763
75,0,0,0,7867.763844,5050.341194,3805.798153,2985.087765,1658.641924,1749.089766,1646.988107
76,0,0,0,4256.210045,3509.47783,3664.677169,2391.373624,2170.608734,1887.753107,1896.382199
77,0,0,0,5423.121451,2469.316562,3158.398126,2781.930297,2592.546994,1838.526744,1676.134906
78,0,0,990.5062562,5238.682008,5708.96227,4967.393807,2568.726695,2656.394089,1826.58891,1597.493777
79,0,0,0,3593.271827,3628.147464,3934.464121,2192.456383,2078.404176,1568.30565,1666.159072
80,0,0,24337.55154,4061.296047,3616.716132,3691.078592,2622.540153,2572.500668,1876.277463,1735.381452
81,0,0,0,2347.391945,5192.679213,3296.554896,3125.15201,2369.971054,2010.10242,1744.396168
82,0,0,0,403.0264144,3130.202311,2984.467223,2867.253749,2138.526568,1937.561012,1700.966957
83,0,0,0,8171.499684,3709.012841,3283.737548,2965.955706,2139.811843,1973.767698,1777.339773
84,0,0,0,11543.46941,5850.999654,3158.649698,2739.142502,2160.788454,1984.19479,1768.826196
85,0,0,0,3029.180403,3992.963384,2965.483655,2701.581033,3199.839162,2397.890961,1658.795916
86,0,0,0,5780.659824,1419.572575,3426.909556,2674.441784,2226.73109,1983.867131,1778.316549
87,0,0,0,5636.975637,3264.168992,5099.342036,2633.855775,2262.256717,2021.351667,1924.055063
88,0,0,0,6024.276017,6502.91201,4265.524835,2829.405997,2133.060113,1759.269437,1501.209734
89,0,0,1485.906468,3688.551121,3340.902926,4220.684703,2922.485874,2304.712693,2299.21454,1661.954206
90,0,0,0,2772.964832,2337.121271,3885.266475,3308.340782,2691.872284,2845.560831,2108.39114
91,0,0,0,428.8862141,2794.911844,4622.857156,2095.995466,2993.271698,2111.235822,1930.868131
92,0,0,0,4142.223871,5775.477359,4442.085558,2440.046528,2743.230782,2083.460427,1858.123802
93,0,0,0,16999.35488,4805.484544,4437.806119,2591.778273,2838.226385,2196.11937,2044.835038
94,0,0,0,1690.945724,4613.240619,4211.569925,3123.923042,2744.612618,2808.65315,1832.085237
95,0,0,0,1318.197967,3668.876965,4763.684747,2477.733781,2550.783804,2310.345624,1537.598477
96,0,0,0,3847.742147,8443.412895,3036.633013,3532.258709,2850.487513,2354.083819,1994.486898
97,0,0,0,3178.67168,2489.677544,4813.250111,3280.623445,2972.237131,1980.506574,2177.072625
98,0,0,0,7780.762852,3395.529544,4323.824411,2652.283842,2310.248839,2253.54809,2200.387059
99,0,0,1814.460292,1395.803136,3942.827121,4007.934326,3524.383363,3230.51515,2276.362508,2297.467243
100,0,0,0,4922.296107,1540.326556,4166.169225,3066.42468,2944.685529,2466.317113,1621.975499
101,0,0,0,5359.178159,3799.337352,4174.742679,3492.507983,3174.42591,2166.499805,2097.379315
102,0,0,0,11442.02035,6646.093315,3344.242301,3815.767288,3017.639985,2250.578916,2390.949228
103,0,0,0,8159.041107,4101.179202,4685.525083,2512.08576,2328.996493,2256.209356,2426.661929
104,0,0,0,3415.243911,5742.930172,4981.259741,2549.690107,3532.943415,2996.511912,2155.427619
105,0,0,0,6688.155811,5878.538753,4161.790925,3992.996542,3256.421835,1855.908785,1853.738821
106,0,0,0,2825.393619,6116.049938,5402.614699,2758.895328,3078.888219,2184.026297,2766.872302
107,0,0,0,18560.36482,3441.76003,3171.203389,4122.953192,3883.770181,2260.642093,1967.908921
108,0,0,0,379.3282704,6405.477251,6379.120202,2729.977061,3320.252836,2075.88253,2102.15612
109,0,0,0,1626.34649,7749.036925,4540.888651,3377.535436,3262.819173,2066.375646,1830.342293
110,0,0,0,3400.9654,454.0132278,4244.164703,3415.701631,2269.669929,2208.419144,2242.340598
111,0,0,0,1420.310339,4598.83095,4314.811773,3287.282047,2512.616035,1973.847806,1867.655205
112,0,0,0,0,12100.06747,4563.217682,3393.002129,3150.780815,2140.831093,2502.921604
113,0,0,0,47.55577263,10609.91961,6014.497647,4915.590714,2525.008766,2430.203883,2612.051059
114,0,0,0,0,5587.214842,4953.503199,3471.102897,2597.252926,2613.885359,2384.601971
115,0,0,0,0,6478.610791,4681.420634,2605.070291,2474.262696,2583.304183,1671.295091
116,0,0,0,2335.874236,2697.317661,6410.430465,3466.284908,3197.671163,2077.713587,1995.92502
117,0,0,0,0,13524.88918,3656.496048,4413.982352,3125.638897,2299.299654,1965.571366
118,0,0,0,11272.37482,1531.811704,4513.901757,2854.494474,3829.38792,2947.983396,2320.83281
119,0,0,0,2381.192797,7879.264881,2509.205304,3359.484901,2619.863031,1919.790917,2557.307353
120,0,0,0,0,7739.334075,3342.558483,3294.370983,1788.979398,2622.520318,2438.084369
121,0,0,0,2642.036199,1202.494925,6490.241598,5565.805446,2935.489903,2299.820187,1743.049158
122,0,0,0,8528.008522,3671.592567,2797.137115,4768.824345,2897.527425,3262.72891,2252.957196
123,0,0,0,33270.23032,6160.196892,5799.334071,3977.506416,2607.603742,3051.054481,2003.471582
124,0,0,0,8.93944037,6774.531528,3739.164375,3569.656931,2494.986823,3224.817091,2558.339502
125,0,0,0,0,11137.38122,6690.600525,3795.49938,2813.646194,2867.670099,2341.699085
126,0,0,0,0,568.5848477,6615.929344,5201.976083,2692.186298,2349.568185,2390.703188
127,0,0,0,0,5672.155711,3268.35224,3659.217046,2606.503706,2212.061741,2810.701758
128,0,0,0,0,4253.259215,2966.785248,3818.794459,3664.582264,2768.602524,1948.856096
129,0,0,0,1055.10348,10735.48645,4078.526837,3756.58479,3627.133657,2327.620012,1924.764169
130,0,0,0,0,2796.95552,5088.574299,1932.0757,2965.319275,3133.003608,1756.024366
131,0,0,0,0,5361.075304,3665.741962,5434.715701,3446.840849,3084.1817,2426.941103
132,0,0,0,0,0,3450.351623,3189.115862,3924.516962,2155.628418,1830.645389
133,0,0,0,0,818.9613901,3588.047814,4144.798243,3870.923043,2096.322441,3174.729487
134,0,0,0,0,11125.76992,5242.188163,3589.899101,3410.261333,2616.775827,2472.842419
135,0,0,0,0,4342.823643,7082.236923,3600.806948,2763.551843,2705.951583,2424.98912
136,0,0,0,12027.56728,2250.750618,4269.629542,3621.905556,1880.35002,2083.981891,2901.32564
137,0,0,0,0,4805.41718,7023.727935,3266.726435,3388.532794,3380.686735,2402.576379
138,0,0,0,0,9248.028892,5943.68641,4068.604839,4126.895912,2866.589042,2006.328182
139,0,0,0,0,0,2467.497314,4962.732145,3317.050009,2657.886713,3025.056652
140,0,0,0,7021.225884,5267.430849,4449.056199,5486.528997,4059.99157,2804.641026,1864.984639
141,0,0,0,0,10345.69867,1638.601556,4215.310691,3828.8962,2990.050637,1915.851596
142,0,0,0,0,27306.63065,5390.951752,6135.927483,3812.141467,2960.812635,3016.736219
143,0,0,0,53.22897887,1755.209965,7206.856825,5871.186058,3804.88957,3375.560369,2059.687375
144,0,0,0,20634.04476,11277.2075,5325.514471,5218.564771,3502.804481,3771.695995,2518.058635
145,0,0,0,0,12512.3995,8152.961862,3706.923934,2951.711514,3143.929652,3214.772217
146,0,0,0,0,14422.98097,6468.950974,3163.898491,3564.953475,3176.907719,3150.859532
147,0,0,0,0,1363.077448,4164.214947,4109.478353,4996.270738,2635.410484,2916.061639
148,0,0,0,8081.889394,3182.518898,11006.23237,3299.727699,3827.18203,2755.153144,3675.600326
149,0,0,0,3899.3761,6383.496016,4806.060095,2693.12355,4132.286561,4631.758641,2473.622587
150,0,0,0,0,11651.40782,7745.714567,3971.168029,3296.057416,3420.166226,2853.192374
151,0,0,0,0,10080.25174,6252.843892,5436.182922,4677.668912,3789.78226,2847.112011
152,0,0,0,10229.51583,592.8105252,4745.788716,3782.593048,4467.740695,3016.215782,2805.222777
153,0,0,0,0,166.2302987,9731.690387,4358.68268,3029.565906,2732.255849,2422.739162
154,0,0,0,0,8106.905255,4301.806674,5631.04577,3139.614503,3023.235121,2998.541235
155,0,0,0,21596.24129,1364.4433,6708.793379,5136.044975,3601.687428,2573.998142,3019.664041
156,0,0,0,0,3743.208899,8102.494444,3596.959872,5042.176211,1450.147553,3917.695636
157,0,0,0,0,2323.61395,4522.630696,3496.313442,3540.73617,4699.451691,3036.307787
158,0,0,0,9007.030389,3833.370323,1831.231892,3185.007411,2972.902541,3254.297961,3772.252768
159,0,0,0,6365.99278,0,2217.288822,8091.483191,4288.43374,2025.029809,3599.371082
160,0,0,0,6412.32956,4324.340925,6401.662557,3867.086431,3202.224362,4224.038203,3333.918294
161,0,0,0,0,5876.436406,5921.63211,5524.269395,5386.241523,3880.842318,3309.636674
162,0,0,0,0,3506.184103,4796.873955,5181.356413,4089.310665,5557.593889,2046.587134
163,0,0,0,0,3226.794729,6220.000972,4027.755327,4309.095669,3159.797534,2754.165187
164,0,0,0,28581.64782,11236.46519,4962.563797,3872.865127,4696.792958,3247.215233,2552.619975
165,0,0,0,4825.763929,181.3379162,3396.296063,5105.667218,4512.13384,3619.578726,2475.002094
166,0,0,0,2054.87554,22.08218073,4887.663885,5375.335063,3252.105171,3255.80144,2534.933631
167,0,0,0,0,2738.267229,7275.807477,3195.517067,3056.912248,4471.540501,2409.791372
168,0,0,0,0,4147.625312,4952.730419,6024.91412,3698.397938,4910.810781,3302.443682
169,0,0,0,0,43.91423091,7442.541812,6765.508711,3754.709425,3631.180469,2955.181946
170,0,0,0,0,7860.858286,12492.06554,5314.146446,4637.595536,3172.519711,2413.775575
171,0,0,0,0,16382.85984,4179.177182,5388.024403,4327.733704,3102.391267,3115.000909
172,0,0,0,0,23203.14353,4000.036663,3670.245748,5276.58375,4825.033127,2934.568215
173,0,0,0,847.5785051,0,19987.91338,7516.141254,3208.904621,4010.877299,2302.125387
174,0,0,0,0,18523.41838,3017.406163,4475.019266,3449.855376,3506.863055,3886.767079
175,0,0,0,0,5095.781036,4658.18918,4670.938291,3937.624147,3137.357382,3255.533834
176,0,0,0,0,5936.530702,8087.308725,4282.273159,2951.042601,3880.256244,3192.835798
177,0,0,0,0,276.6267886,3725.14281,3663.601504,4159.819171,3744.773296,2686.366488
178,0,0,0,0,333.0887485,8590.595967,5989.806199,2905.648523,3125.63027,2687.736167
179,0,0,0,0,4083.038889,6614.551555,6462.170742,4718.562978,3832.773753,3193.115908
180,0,0,0,0,0,5095.222107,3554.075228,2011.334241,1762.330715,3499.010348
181,0,0,0,0,301.7240917,12809.5878,5862.444033,4594.932468,3846.892564,3509.519032
182,0,0,0,0,35.48792177,7197.872342,5631.917957,3032.30181,3407.48254,3196.143258
183,0,0,0,0,0,2517.260575,3156.341461,3023.86813,2735.438166,3926.295792
184,0,0,0,0,0,4973.036161,4171.656819,4582.87791,3658.428509,3808.679005
185,0,0,0,313.0145465,1582.155636,3971.39112,6298.336141,3407.686266,4425.910258,3749.492403
186,0,0,0,0,11682.48781,10865.64245,3629.159297,4629.65298,3772.307481,4176.158316
187,0,0,0,0,0,7438.332048,7253.034678,3127.90421,4012.217322,4284.905779
188,0,0,0,0,0,0,5383.916815,5043.541319,4053.0774,2559.316418
189,0,0,0,0,0,6173.504718,8225.879528,4935.709252,3164.723133,2965.654678
190,0,0,0,0,1382.627498,6600.628994,5136.046683,5166.589761,4123.421695,1761.689721
191,0,0,0,0,0,9975.780234,7037.459242,5057.767633,1679.139114,3288.14401
192,0,0,0,0,9140.600577,2409.249769,5030.630943,4861.982481,4452.536391,3526.345438
193,0,0,0,0,0,6369.390987,7830.243839,6425.942297,2712.266045,4835.434094
194,0,0,0,0,0,7309.475555,10054.22457,3315.753111,2036.736388,3212.011223
195,0,0,0,0,11494.82281,2279.724365,6478.327266,5099.600302,3910.984077,5460.215465
196,0,0,0,0,0,4790.352902,4688.403911,5958.977874,5856.053948,3031.487484
197,0,0,0,0,0,12901.21874,8843.776914,6020.974793,3171.776147,4359.028571
198,0,0,0,0,0,9313.660582,7083.368413,3128.850745,2354.795946,2976.545821
199,0,0,0,0,0,11040.21295,3286.041684,4957.921222,3510.171035,3943.887975
200,0,0,0,0,4695.619308,11302.84878,4241.02506,5164.99958,3291.96582,2104.463289
201,0,0,0,0,7333.103857,3498.819984,6270.464282,3939.656117,4327.713815,2335.945702
202,0,0,0,0,5742.342791,3214.83781,7676.978014,3747.225466,2652.022577,3877.901647
203,0,0,0,0,0,12369.4911,4356.383441,4664.79701,3991.034546,4708.39252
204,0,0,0,0,0,1577.977967,4254.176217,12537.82727,1665.863656,5982.775734
205,0,0,0,0,178.5122833,3170.552067,11042.47164,3536.502696,2936.875815,3429.882579
206,0,0,0,1380.74499,2703.264582,8631.659002,4705.720564,5431.14525,3484.279651,3373.209879
207,0,0,0,0,0,14839.96994,3288.427967,5285.482787,4620.960646,3018.963903
208,0,0,0,0,0,11627.15595,3761.558836,8635.709662,6160.318247,3150.474517
209,0,0,0,0,0,31519.60343,8276.386487,3476.162369,3467.551324,2969.463093
210,0,0,0,0,2472.818382,12788.82139,9899.491839,4548.062046,3971.853178,2067.412097
211,0,0,0,0,32469.82232,32942.72691,3936.187052,4620.805692,2639.248492,3495.865858
212,0,0,0,0,26182.26014,7801.055539,3033.586708,7382.818713,5561.319395,4966.75915
213,0,0,0,0,0,5492.187136,5056.921784,4992.072533,3166.025589,2671.291074
214,0,0,0,0,13052.28363,7665.070772,3089.394966,2672.5906,2364.624852,3372.842049
215,0,0,0,0,19108.80534,2971.086425,6332.165161,4140.779138,5480.177768,1903.91564
216,0,0,0,0,0,694.6209113,8515.737091,4587.391815,5279.490871,2796.172422
217,0,0,0,0,0,22506.00313,7693.229873,6162.340865,4717.154094,4578.615059
218,0,0,0,0,1238.293615,11992.06385,5963.475579,4908.324506,4063.508349,1893.153144
219,0,0,0,0,9507.901397,7155.761775,4262.407225,10389.29067,4481.094565,4833.824678
220,0,0,0,0,14558.69001,5217.554386,6640.854588,4140.168205,5430.378858,4373.57562
221,0,0,0,0,0,6976.37345,6954.686536,4292.239718,2102.859503,5455.04002
222,0,0,0,0,0,3350.759121,6489.350499,3952.363589,6480.619008,4313.352208
223,0,0,0,0,2556.743144,3508.991232,9433.081105,5532.36692,4212.867004,3726.852323
224,0,0,0,0,0,9483.443731,2618.010844,4979.119167,6435.416,2145.01983
225,0,0,0,0,0,3489.33232,5161.316995,5397.683126,4854.288673,2534.796027
226,0,0,0,0,11739.7742,2081.778335,6042.997959,6860.02853,4639.617995,3722.63006
227,0,0,0,0,4515.01583,4691.162667,6799.703939,7766.13256,3283.107615,3214.653908
228,0,0,0,0,14239.8824,761.7320466,7265.130178,4867.181344,8595.483412,2230.51341
229,0,0,0,0,0,13435.92489,5963.612951,4570.797861,4492.179699,5303.02231
230,0,0,0,0,0,2223.916413,4462.707217,2600.561909,3019.946945,3301.186801
231,0,0,0,0,2385.127526,6267.188516,4239.292088,4885.463624,8002.540344,2648.826636
232,0,0,0,0,0,11395.46137,9829.09283,6547.54465,4557.367739,3645.583265
233,0,0,0,0,0,1443.901994,6452.214317,7919.070454,5473.610666,2845.427151
234,0,0,0,0,24085.1097,15429.33999,2830.653246,5613.494557,1799.855431,3073.700089
235,0,0,0,0,0,1712.83358,7079.43393,6544.767491,3799.977758,3108.418588
236,0,0,0,0,0,0,10431.94686,6729.245723,7131.575363,4661.381607
237,0,0,0,0,0,12111.02675,7515.715428,4667.085695,4310.994034,5463.552061
238,0,0,0,0,17393.12417,19762.80158,6934.606431,5313.934357,4687.316133,3293.800526
239,0,0,0,0,15149.97586,0,6405.64681,2155.319188,4335.194752,5520.411299
240,0,0,0,0,225.8007833,24817.61867,2158.373978,2564.895742,6567.720823,4261.290477
241,0,0,0,0,0,12810.77144,6082.440923,6081.784627,2495.933967,3089.01653
242,0,0,0,0,0,12104.16085,6401.780358,1929.957159,5841.92602,4388.044231
243,0,0,0,0,0,29665.01308,5189.527879,7124.929649,3435.136427,5585.103152
244,0,0,0,0,0,15650.78377,6043.23203,6538.953104,3617.645532,6865.331656
245,0,0,0,0,22911.9912,7150.857564,7803.16993,10188.64986,3636.592404,3844.322314
246,0,0,0,0,0,1312.753876,7859.028177,4424.981848,4193.750104,2216.796013
247,0,0,0,0,0,5102.152131,7295.675209,5498.670965,3549.439544,2930.555311
248,0,0,0,0,0,20.70002014,6439.895964,3305.196945,4087.813738,4718.972489
249,0,0,0,0,0,1228.579733,8836.258998,4528.699925,6162.090404,2898.763034
250,0,0,0,0,0,15362.49488,8298.638863,6789.605678,7128.959577,2651.797872
251,0,0,0,0,0,6035.712748,7683.737641,3911.637913,6974.483202,5730.176211
252,0,0,0,0,0,989.1464739,6210.316739,8632.71514,4814.228252,3834.08531
253,0,0,0,0,2002.937711,536.9656852,5191.907787,6938.845919,8947.789366,3948.603675
254,0,0,0,0,75.55794605,1575.307019,7339.687119,6111.180646,4685.21388,4640.869675
255,0,0,0,0,0,10503.29251,3837.252397,7805.446281,6642.877206,2032.610749
256,0,0,0,0,0,0,7512.239691,7547.289894,6144.194205,1889.351807
257,0,0,0,0,6458.061745,16229.22252,9506.053002,7912.806349,4839.480933,8036.575327
258,0,0,0,0,0,12226.72327,5280.822927,3212.134045,5019.358325,3568.787752
259,0,0,0,0,0,4085.192669,4814.649669,5830.805625,8087.995871,1561.207102
260,0,0,0,0,0,13081.42753,9229.938856,4931.457238,3011.91654,2661.445836
261,0,0,0,0,96.7571412,312.4876156,5555.659386,2826.423851,5314.212261,6122.610075
262,0,0,0,0,0,11598.6753,1985.505594,4266.242179,4369.753727,3833.684696
263,0,0,0,0,0,23480.70751,1321.913059,5583.917889,1956.820345,2617.017248
264,0,0,0,0,0,3873.757325,3972.699241,8733.600454,3878.941012,6159.935054
265,0,0,0,0,6678.943297,28697.06193,7223.908819,3333.149254,4985.17109,5041.707766
266,0,0,0,11706.57239,6463.35902,3493.57181,5967.311112,7367.590316,5612.408541,3430.695198
267,0,0,0,0,0,12369.99123,12717.55365,4882.000725,4885.146087,10203.63388
268,0,0,0,0,1383.768617,0,9204.263786,7114.677855,2002.444589,3799.511295
269,0,0,0,0,0,0,6083.238843,4194.912693,2667.328723,5793.486954
270,0,0,0,0,0,0,6108.386118,5008.868835,3609.209647,4864.044106
271,0,0,0,0,0,8935.548217,189.234263,8324.909006,9157.322702,4103.946738
